relevance,doc_type_ai,doc_type_pages,page_count,doi,plant_host,fungal_taxon,tissue,presence_absence,primary_guild,interaction_notes,biome,country,data_source,source_file
Relevant,Abstract,Abstract,0,10.1111/j.1744-7348.1969.tb02875.x,Brassicas,Multiple (13 seed-borne pathogens mentioned but not fully listed here),Seeds,Present,Pathogenic,Control by thiram seed soak treatment,Not_Provided,Not_Provided,Abstract-CSV,DOI_10.1111_j.1744-7348.1969.tb02875.x
Relevant,Abstract,Abstract,0,10.1111/j.1744-7348.1969.tb02875.x,Red Beet,Multiple (13 seed-borne pathogens mentioned but not fully listed here),Seeds,Present,Pathogenic,Control by thiram seed soak treatment,Not_Provided,Not_Provided,Abstract-CSV,DOI_10.1111_j.1744-7348.1969.tb02875.x
Relevant,Abstract,Abstract,0,10.1111/j.1469-8137.1969.tb06494.x,Zea mays (Maize),Endogone sp. (Endophyte),Root,Present,Endophytic,"""Influenced by varying amounts of soluble phosphate during growth; with increased phosphate leading to reduced endophyte production.""",Not-specified,Not-specified,Abstract-CSV,DOI_10.1111_j.1469-8137.1969.tb06494.x
Relevant,Abstract,Abstract,0,10.1126/science.169.3949.997,Triticum aestivum (Wheat),Puccinia recondita Rob. (Wheat leaf rust),Leaf,Present,Pathogenic,Used as a fungicide to control the growth of this specific pathogen,Wheat fields,Not specified,Abstract-CSV,DOI_10.1126_science.169.3949.997
Relevant,Abstract,Abstract,0,10.1071/EA9680232,Triticum aestivum (Wheat),Unknown (Common bunt of wheat,Seed,Present,Pathogenic,Caused cereal smuts in glasshouse experiments and post-infection soil drenches.,,,Abstract-CSV,DOI_10.1071_EA9680232
Relevant,Abstract,Abstract,0,10.1071/EA9680232,Triticum aestivum (Wheat),Flag smut of wheat,Seed,Present,Pathogenic,Caused cereal smuts in glasshouse experiments and post-infection soil drenches.,,,Abstract-CSV,DOI_10.1071_EA9680232
Relevant,Abstract,Abstract,0,10.1071/EA9680232,Triticum aestivum (Wheat),Covered smut of oats),Seed,Present,Pathogenic,Caused cereal smuts in glasshouse experiments and post-infection soil drenches.,,,Abstract-CSV,DOI_10.1071_EA9680232
Not Relevant,Abstract,Abstract,0,10.1111/j.1744-7348.1963.tb03682.x,Broad bean seedlings (Vicia faba),Not Mentioned,Seedlings,Present,Unknown,,,,Abstract-CSV,DOI_10.1111_j.1744-7348.1963.tb03682.x
Relevant,Abstract,Abstract,0,10.1071/BT9590225,Gastrodia sesamoides r. Br.,Unknown (mentioned as a fungal symbiont),Tuberous rhizome,Present,Endophytic,The fungus is present in a specialized layer of the cortex and is believed to be digested by the plant.,Australian,Australia,Abstract-CSV,DOI_10.1071_BT9590225
Relevant,Abstract,Abstract,0,10.1111/j.1469-8137.1970.tb02481.x,Dactylorhiza purpurella,Rhizoctonia (unspecified species),root,Present,Mutualistic,Established symbiotic relationship,,,Abstract-CSV,DOI_10.1111_j.1469-8137.1970.tb02481.x
Relevant,Abstract,Abstract,0,10.1007/BF01976392,Cucumis melo L.,Fusarium oxysporum f. sp. melonis,"""Plants","xylem vessels""",Present,Pathogenic; Causing vascular wilt in muskmelon plants,,,Abstract-CSV,DOI_10.1007_BF01976392
Relevant,Abstract,Abstract,0,10.1007/BF00409916,Nardus stricta,Vesicular-arbuscular endophytes,root,Present,Endophytic,"""Mycorrhizal roots. Investigated using DNA; RNA and histone specific stains; autoradiographic techniques.""",,,Abstract-CSV,DOI_10.1007_BF00409916
Relevant,Abstract,Abstract,0,10.1080/0028825X.1963.10428694,Griselinia littoralis,['Rhizophagus populinus Dangeard',root,Present,Symbiotic (obligate symbiont),"""Identified as an obligate symbiont; emerges from 70?90% of root pieces when placed on soil agar; and grows for 2-3 weeks in association with moulds and bacteria. Behavior of R. tenuis is unknown due to difficulties in ascertaining it.""",(Not provided in text),(Not provided in text),Abstract-CSV,DOI_10.1080_0028825X.1963.10428694
Relevant,Abstract,Abstract,0,10.1080/0028825X.1963.10428694,Griselinia littoralis,'R. tenuis sp. nov.'],root,Present,Symbiotic (obligate symbiont),"""Identified as an obligate symbiont; emerges from 70?90% of root pieces when placed on soil agar; and grows for 2-3 weeks in association with moulds and bacteria. Behavior of R. tenuis is unknown due to difficulties in ascertaining it.""",(Not provided in text),(Not provided in text),Abstract-CSV,DOI_10.1080_0028825X.1963.10428694
Relevant,Abstract,Abstract,0,10.1111/j.1744-7348.1951.tb07808.x,Vicia faba (Broad bean),Botrytis cinerea,leaf,Present,Pathogenic,"""The text describes the plants being infected by the fungi. No information provided about the interaction being endophytic; symbiotic; or other.""",Not specified,Not specified,Abstract-CSV,DOI_10.1111_j.1744-7348.1951.tb07808.x
Relevant,Abstract,Abstract,0,10.1111/j.1744-7348.1951.tb07808.x,Vicia faba (Broad bean),Botrytis fabae,leaf,Present,Pathogenic,"""The text describes the plants being infected by the fungi. No information provided about the interaction being endophytic; symbiotic; or other.""",Not specified,Not specified,Abstract-CSV,DOI_10.1111_j.1744-7348.1951.tb07808.x
Not Relevant,Abstract,Abstract,0,10.1021/ac60282a036,Apple,Unspecified Fungus,Unspecified,Present,"""Pathogenic (implied","but not specified)""; Mentioned as target for toxic fungicides in agriculture",Agricultural,Unspecified,Abstract-CSV,DOI_10.1021_ac60282a036
Relevant,Abstract,Abstract,0,10.1111/j.1744-7348.1951.tb07810.x,Triticum aestivum (Wheat - Bersé),Alternaria tenuis,Grain,Present,Endophytic,Isolated from surface-sterilized grains,Not specified,Not specified,Abstract-CSV,DOI_10.1111_j.1744-7348.1951.tb07810.x
Relevant,Abstract,Abstract,0,10.1007/BF01981522,Hordeum vulgare (Barley),Blumeria graminis f. sp. hordei (Barley powdery mildew),Plants,Present,Pathogenic,"""Causative agent of disease; pre-infectional spraying provided complete protection""",Agricultural,Not specified,Abstract-CSV,DOI_10.1007_BF01981522
Relevant,Abstract,Abstract,0,10.1002/ps.2780020113,Hordeum vulgare (Barley),Ustilago nuda,,Present,Pathogenic,The fungus is a pathogen causing smut disease in barley.,Agricultural Field,,Abstract-CSV,DOI_10.1002_ps.2780020113
Relevant,Abstract,Abstract,0,10.1111/j.1570-7458.1965.tb00867.x,Not specified (Seed-borne fungi),Trichothecium roseum Lk,Seeds,Present,Unknown,Isolated from seeds as a food source for Cryptolestes ferrugineus (Stephens),Stored product,Not specified,Abstract-CSV,DOI_10.1111_j.1570-7458.1965.tb00867.x
Relevant,Abstract,Abstract,0,10.1071/AR9550423,Lycopersicon esculentum (Tomato),Penicillium chrysogenum Thom,Soil,Present,Unknown,"""Residual presence; not establishing itself in the soil""",,,Abstract-CSV,DOI_10.1071_AR9550423
Relevant,Abstract,Abstract,0,10.5958/2395-146X.2019.00108.X,Triticum aestivum (Wheat),Puccinia striiformis f. sp. tritici,unspecified,Present,Pathogenic,"""Causing stripe rust; a damaging disease of wheat""; sub-mountainous districts of Punjab","""Punjab","India""",Abstract-CSV,DOI_10.5958_2395-146X.2019.00108.X
Relevant,Abstract,Abstract,0,10.13346/j.mycosystema.190246,Oryza sativa (Rice),Falciphora oryzae,root,Present,Endophytic,"""Isolated from wild rice root; promoting growth and preventing disease of rice. Root colonization induces up-regulated expression of nutrient-element absorption related genes.""",Agricultural field,Not specified in text,Abstract-CSV,DOI_10.13346_j.mycosystema.190246
Relevant,Abstract,Abstract,0,10.13346/j.mycosystema.190145,Ipomoea cairica,Dark septate endophytes (DSE),root,Present,Endophytic,"""Colonization observed in physiologically active roots; potential symbiotic relationship discussed due to polymorphic nature of DSE; huge fungal network and accumulation and distribution of lipids.""",Not specified,Southern China,Abstract-CSV,DOI_10.13346_j.mycosystema.190145
Relevant,Full-Text,Abstract,0,10.13346/j.mycosystema.190220,Hedysarum scoparium,Arbuscular Mycorrhizae (AM),root,Present,Mycorrhizal,Naturally infected by AM fungi in different sampling sites.,Desert,China (northwest),Abstract-CSV,DOI_10.13346_j.mycosystema.190220
Relevant,Abstract,Abstract,0,10.13346/j.mycosystema.190218,Selaginella tamariscina,Chaetomium,Not specified,Present,Endophytic,Isolated from tissue segments of Selaginella tamariscina in Longhu Mountain and Danxia Mountain; Mountain,"""['Jiangxi Province'","'Guangdong Province']""",Abstract-CSV,DOI_10.13346_j.mycosystema.190218
Relevant,Abstract,Abstract,0,10.1016/j.livsci.2019.103829,Tall fescue (Lolium arundinaceum),Endophyte-infected tall fescue endophyte,Pasture,Present,Endophytic,"""Infected tall fescue pasture; used as forage for heifers in two experiments.""",Pasture,Not specified in text,Abstract-CSV,DOI_10.1016_j.livsci.2019.103829
Relevant,Full-Text,Full-Text,14,10.1038/s41598-019-43165-y,Paeonia lactiflora (peony),Botrytis cinerea,Not specified,Present,Pathogenic,"Isolated from peony fields in the United States; ""Agricultural production regions of the Pacific Northwest","USA""",USA,Full-Text,DOI_10.1038_s41598-019-43165-y
Relevant,Abstract,Abstract,0,10.1021/acs.jnatprod.9b00336,Astragalus species,Endophytic fungi isolated from Astragalus species,Not specified,Present,"""Endophytic","Biotransformation agent""; ""Isolated from Astragalus species; involved in biotransformation of Cycloastragenol and Astragenol""",Not specified,Not specified,Abstract-CSV,DOI_10.1021_acs.jnatprod.9b00336
Relevant,Abstract,Abstract,0,10.1007/s40011-018-1053-2,Gloriosa superba (L.),Bipolaris cynodontis,"""root",stem,"leaf""","Present; Endophytic; ""Isolated from roots; stems and leaves. Identified based on morphotyping and ITS DNA sequences.""",Not Provided,India,Abstract-CSV,DOI_10.1007_s40011-018-1053-2
Relevant,Abstract,Abstract,0,10.1007/s40011-018-1053-2,Gloriosa superba (L.),B. specifera,"""root",stem,"leaf""","Present; Endophytic; ""Isolated from roots; stems and leaves. Identified based on morphotyping and ITS DNA sequences.""",Not Provided,India,Abstract-CSV,DOI_10.1007_s40011-018-1053-2
Relevant,Abstract,Abstract,0,10.1007/s40011-018-1053-2,Gloriosa superba (L.),Fusarium oxysporum,"""root",stem,"leaf""","Present; Endophytic; ""Isolated from roots; stems and leaves. Identified based on morphotyping and ITS DNA sequences.""",Not Provided,India,Abstract-CSV,DOI_10.1007_s40011-018-1053-2
Relevant,Abstract,Abstract,0,10.1007/s40011-018-1053-2,Gloriosa superba (L.),F. solani,"""root",stem,"leaf""","Present; Endophytic; ""Isolated from roots; stems and leaves. Identified based on morphotyping and ITS DNA sequences.""",Not Provided,India,Abstract-CSV,DOI_10.1007_s40011-018-1053-2
Relevant,Abstract,Abstract,0,10.1007/s40011-018-1053-2,Gloriosa superba (L.),Talaromyces pinophilus,"""root",stem,"leaf""","Present; Endophytic; ""Isolated from roots; stems and leaves. Identified based on morphotyping and ITS DNA sequences.""",Not Provided,India,Abstract-CSV,DOI_10.1007_s40011-018-1053-2
Relevant,Abstract,Abstract,0,10.1007/s40011-018-1053-2,Gloriosa superba (L.),Oidiodendron spp.,"""root",stem,"leaf""","Present; Endophytic; ""Isolated from roots; stems and leaves. Identified based on morphotyping and ITS DNA sequences.""",Not Provided,India,Abstract-CSV,DOI_10.1007_s40011-018-1053-2
Relevant,Abstract,Abstract,0,10.1007/s40011-018-1053-2,Gloriosa superba (L.),Colletotrichum gleosporioides,"""root",stem,"leaf""","Present; Endophytic; ""Isolated from roots; stems and leaves. Identified based on morphotyping and ITS DNA sequences.""",Not Provided,India,Abstract-CSV,DOI_10.1007_s40011-018-1053-2
Relevant,Abstract,Abstract,0,10.1016/j.tcsw.2019.100026,Not specified,Fungus (chitin and ?-glucan),Not specified,Present,Pathogenic,The interaction between plant defensins (NaD1 and others) and fungal cell wall polysaccharides (chitin and ?-glucan),Not specified,Not specified,Abstract-CSV,DOI_10.1016_j.tcsw.2019.100026
Relevant,Abstract,Abstract,0,10.7501/j.issn.0253-2670.2019.23.027,Dendrobium officinale,GXRz2,"""seedling stem and leaf","root""",Present,Endophytic; Isolated from Dendrobium officinale seedlings,Not specified in text,Not specified in text,Abstract-CSV,DOI_10.7501_j.issn.0253-2670.2019.23.027
Relevant,Abstract,Abstract,0,10.7501/j.issn.0253-2670.2019.23.027,Dendrobium officinale,GXRz3,"""seedling stem and leaf","root""",Present,Endophytic; Isolated from Dendrobium officinale seedlings,Not specified in text,Not specified in text,Abstract-CSV,DOI_10.7501_j.issn.0253-2670.2019.23.027
Relevant,Abstract,Abstract,0,10.7501/j.issn.0253-2670.2019.23.027,Dendrobium officinale,GXRz10,"""seedling stem and leaf","root""",Present,Endophytic; Isolated from Dendrobium officinale seedlings,Not specified in text,Not specified in text,Abstract-CSV,DOI_10.7501_j.issn.0253-2670.2019.23.027
Relevant,Full-Text,Abstract,0,10.13057/biodiv/d201245,Cordyline fruticosa,Endophytic fungus DB1 (preliminary identification: Neurospora tetrasperma strain APBSDSF108),Leaf,Present,Endophytic,Isolated from Cordyline fruticosa leaves,Unspecified,Unspecified,Abstract-CSV,DOI_10.13057_biodiv_d201245
Relevant,Abstract,Abstract,0,10.1007/s40011-018-1046-1,Tinospora cordifolia Miers.,Pseudofusicoccum adansoniae,photosynthetic root,Present,Endophytic,Isolated from photosynthetic root.,,,Abstract-CSV,DOI_10.1007_s40011-018-1046-1
Relevant,Abstract,Abstract,0,10.13346/j.mycosystema.190190,Gastrochilus,Xylaria,"""root",stem,"leaf""","Present; Endophytic; Isolated from epiphytic orchids collected in the Naban River Watershed National Nature Reserve in Xishuangbanna; ""Naban River Watershed National Nature Reserve","Xishuangbanna""",China,Abstract-CSV,DOI_10.13346_j.mycosystema.190190
Relevant,Abstract,Abstract,0,10.13346/j.mycosystema.190190,Gastrochilus,Fusarium,"""root",stem,"leaf""","Present; Endophytic; Isolated from epiphytic orchids collected in the Naban River Watershed National Nature Reserve in Xishuangbanna; ""Naban River Watershed National Nature Reserve","Xishuangbanna""",China,Abstract-CSV,DOI_10.13346_j.mycosystema.190190
Relevant,Abstract,Abstract,0,10.13346/j.mycosystema.190190,Gastrochilus,Phoma,"""root",stem,"leaf""","Present; Endophytic; Isolated from epiphytic orchids collected in the Naban River Watershed National Nature Reserve in Xishuangbanna; ""Naban River Watershed National Nature Reserve","Xishuangbanna""",China,Abstract-CSV,DOI_10.13346_j.mycosystema.190190
Relevant,Abstract,Abstract,0,10.13346/j.mycosystema.190190,Gastrochilus,Pestalotiopsis,"""root",stem,"leaf""","Present; Endophytic; Isolated from epiphytic orchids collected in the Naban River Watershed National Nature Reserve in Xishuangbanna; ""Naban River Watershed National Nature Reserve","Xishuangbanna""",China,Abstract-CSV,DOI_10.13346_j.mycosystema.190190
Relevant,Abstract,Abstract,0,10.13346/j.mycosystema.190190,Gastrochilus,Colletotrichum,"""root",stem,"leaf""","Present; Endophytic; Isolated from epiphytic orchids collected in the Naban River Watershed National Nature Reserve in Xishuangbanna; ""Naban River Watershed National Nature Reserve","Xishuangbanna""",China,Abstract-CSV,DOI_10.13346_j.mycosystema.190190
Relevant,Abstract,Abstract,0,10.13346/j.mycosystema.190190,Gastrochilus,Pallidocercospora,"""root",stem,"leaf""","Present; Endophytic; Isolated from epiphytic orchids collected in the Naban River Watershed National Nature Reserve in Xishuangbanna; ""Naban River Watershed National Nature Reserve","Xishuangbanna""",China,Abstract-CSV,DOI_10.13346_j.mycosystema.190190
Relevant,Abstract,Abstract,0,10.13346/j.mycosystema.190190,Gastrochilus,Pantospora,"""root",stem,"leaf""","Present; Endophytic; Isolated from epiphytic orchids collected in the Naban River Watershed National Nature Reserve in Xishuangbanna; ""Naban River Watershed National Nature Reserve","Xishuangbanna""",China,Abstract-CSV,DOI_10.13346_j.mycosystema.190190
Relevant,Abstract,Abstract,0,10.13346/j.mycosystema.190190,Gastrochilus,Phyllosticta,"""root",stem,"leaf""","Present; Endophytic; Isolated from epiphytic orchids collected in the Naban River Watershed National Nature Reserve in Xishuangbanna; ""Naban River Watershed National Nature Reserve","Xishuangbanna""",China,Abstract-CSV,DOI_10.13346_j.mycosystema.190190
Relevant,Abstract,Abstract,0,10.13346/j.mycosystema.190190,Cleisostoma,Xylaria,"""root",stem,"leaf""","Present; Endophytic; Isolated from epiphytic orchids collected in the Naban River Watershed National Nature Reserve in Xishuangbanna; ""Naban River Watershed National Nature Reserve","Xishuangbanna""",China,Abstract-CSV,DOI_10.13346_j.mycosystema.190190
Relevant,Abstract,Abstract,0,10.13346/j.mycosystema.190190,Cleisostoma,Fusarium,"""root",stem,"leaf""","Present; Endophytic; Isolated from epiphytic orchids collected in the Naban River Watershed National Nature Reserve in Xishuangbanna; ""Naban River Watershed National Nature Reserve","Xishuangbanna""",China,Abstract-CSV,DOI_10.13346_j.mycosystema.190190
Relevant,Abstract,Abstract,0,10.13346/j.mycosystema.190190,Cleisostoma,Phoma,"""root",stem,"leaf""","Present; Endophytic; Isolated from epiphytic orchids collected in the Naban River Watershed National Nature Reserve in Xishuangbanna; ""Naban River Watershed National Nature Reserve","Xishuangbanna""",China,Abstract-CSV,DOI_10.13346_j.mycosystema.190190
Relevant,Abstract,Abstract,0,10.13346/j.mycosystema.190190,Cleisostoma,Pestalotiopsis,"""root",stem,"leaf""","Present; Endophytic; Isolated from epiphytic orchids collected in the Naban River Watershed National Nature Reserve in Xishuangbanna; ""Naban River Watershed National Nature Reserve","Xishuangbanna""",China,Abstract-CSV,DOI_10.13346_j.mycosystema.190190
Relevant,Abstract,Abstract,0,10.13346/j.mycosystema.190190,Cleisostoma,Colletotrichum,"""root",stem,"leaf""","Present; Endophytic; Isolated from epiphytic orchids collected in the Naban River Watershed National Nature Reserve in Xishuangbanna; ""Naban River Watershed National Nature Reserve","Xishuangbanna""",China,Abstract-CSV,DOI_10.13346_j.mycosystema.190190
Relevant,Abstract,Abstract,0,10.13346/j.mycosystema.190190,Cleisostoma,Pallidocercospora,"""root",stem,"leaf""","Present; Endophytic; Isolated from epiphytic orchids collected in the Naban River Watershed National Nature Reserve in Xishuangbanna; ""Naban River Watershed National Nature Reserve","Xishuangbanna""",China,Abstract-CSV,DOI_10.13346_j.mycosystema.190190
