"relevance","doc_type_ai","doc_type_pages","page_count","doi","plant_host","fungal_taxon","tissue","presence_absence","primary_guild","interaction_notes","biome","country","data_source","source_file","doc_type_ai_clean"
"Relevant","abstract","abstract",0,"10.1071/ea9680232","triticum aestivum (wheat)","unknown (common bunt of wheat","seed","present","pathogenic","caused cereal smuts in glasshouse experiments and post-infection soil drenches.",NA,NA,"abstract-csv","doi_10.1071_ea9680232","Abstract"
"Relevant","abstract","abstract",0,"10.1071/ea9680232","triticum aestivum (wheat)","flag smut of wheat","seed","present","pathogenic","caused cereal smuts in glasshouse experiments and post-infection soil drenches.",NA,NA,"abstract-csv","doi_10.1071_ea9680232","Abstract"
"Relevant","abstract","abstract",0,"10.1071/ea9680232","triticum aestivum (wheat)","covered smut of oats)","seed","present","pathogenic","caused cereal smuts in glasshouse experiments and post-infection soil drenches.",NA,NA,"abstract-csv","doi_10.1071_ea9680232","Abstract"
"Uncertain","abstract","abstract",0,"10.1111/j.1744-7348.1963.tb03682.x","broad bean seedlings (vicia faba)",NA,"seedlings","present","unknown",NA,NA,NA,"abstract-csv","doi_10.1111_j.1744-7348.1963.tb03682.x","Abstract"
"Relevant","abstract","abstract",0,"10.1071/bt9590225","gastrodia sesamoides r. br.",NA,"tuberous rhizome","present","endophytic","the fungus is present in a specialized layer of the cortex and is believed to be digested by the plant.","australian","australia","abstract-csv","doi_10.1071_bt9590225","Abstract"
"Relevant","abstract","abstract",0,"10.1111/j.1469-8137.1970.tb02481.x","dactylorhiza purpurella","rhizoctonia","root","present","mutualistic","established symbiotic relationship",NA,NA,"abstract-csv","doi_10.1111_j.1469-8137.1970.tb02481.x","Abstract"
"Relevant","abstract","abstract",0,"10.1007/bf01976392","cucumis melo l.","fusarium oxysporum f. sp. melonis","""plants","xylem vessels""","present","pathogenic; causing vascular wilt in muskmelon plants",NA,NA,"abstract-csv","doi_10.1007_bf01976392","Abstract"
"Relevant","abstract","abstract",0,"10.1007/bf00409916","nardus stricta","vesicular-arbuscular endophytes","root","present","endophytic","""mycorrhizal roots. investigated using dna; rna and histone specific stains; autoradiographic techniques.""",NA,NA,"abstract-csv","doi_10.1007_bf00409916","Abstract"
"Relevant","abstract","abstract",0,"10.1080/0028825x.1963.10428694","griselinia littoralis","rhizophagus populinus dangeard","root","present","symbiotic (obligate symbiont)","""identified as an obligate symbiont; emerges from 70?90% of root pieces when placed on soil agar; and grows for 2-3 weeks in association with moulds and bacteria. behavior of r. tenuis is unknown due to difficulties in ascertaining it.""","(not provided in text)","(not provided in text)","abstract-csv","doi_10.1080_0028825x.1963.10428694","Abstract"
"Relevant","abstract","abstract",0,"10.1080/0028825x.1963.10428694","griselinia littoralis","r. tenuis sp. nov.","root","present","symbiotic (obligate symbiont)","""identified as an obligate symbiont; emerges from 70?90% of root pieces when placed on soil agar; and grows for 2-3 weeks in association with moulds and bacteria. behavior of r. tenuis is unknown due to difficulties in ascertaining it.""","(not provided in text)","(not provided in text)","abstract-csv","doi_10.1080_0028825x.1963.10428694","Abstract"
"Relevant","abstract","abstract",0,"10.1111/j.1744-7348.1951.tb07808.x","vicia faba (broad bean)","botrytis cinerea","leaf","present","pathogenic","""the text describes the plants being infected by the fungi. no information provided about the interaction being endophytic; symbiotic; or other.""","not specified","not specified","abstract-csv","doi_10.1111_j.1744-7348.1951.tb07808.x","Abstract"
"Relevant","abstract","abstract",0,"10.1111/j.1744-7348.1951.tb07808.x","vicia faba (broad bean)","botrytis fabae","leaf","present","pathogenic","""the text describes the plants being infected by the fungi. no information provided about the interaction being endophytic; symbiotic; or other.""","not specified","not specified","abstract-csv","doi_10.1111_j.1744-7348.1951.tb07808.x","Abstract"
"Uncertain","abstract","abstract",0,"10.1021/ac60282a036","apple",NA,"unspecified","present","""pathogenic (implied","but not specified)""; mentioned as target for toxic fungicides in agriculture","agricultural","unspecified","abstract-csv","doi_10.1021_ac60282a036","Abstract"
"Relevant","abstract","abstract",0,"10.1111/j.1744-7348.1951.tb07810.x","triticum aestivum (wheat - bersé)","alternaria tenuis","grain","present","endophytic","isolated from surface-sterilized grains","not specified","not specified","abstract-csv","doi_10.1111_j.1744-7348.1951.tb07810.x","Abstract"
"Relevant","abstract","abstract",0,"10.1007/bf01981522","hordeum vulgare (barley)","blumeria graminis f. sp. hordei","plants","present","pathogenic","""causative agent of disease; pre-infectional spraying provided complete protection""","agricultural","not specified","abstract-csv","doi_10.1007_bf01981522","Abstract"
"Relevant","abstract","abstract",0,"10.1002/ps.2780020113","hordeum vulgare (barley)","ustilago nuda",NA,"present","pathogenic","the fungus is a pathogen causing smut disease in barley.","agricultural field",NA,"abstract-csv","doi_10.1002_ps.2780020113","Abstract"
"Relevant","abstract","abstract",0,"10.1111/j.1570-7458.1965.tb00867.x","not specified (seed-borne fungi)","trichothecium roseum lk","seeds","present","unknown","isolated from seeds as a food source for cryptolestes ferrugineus (stephens)","stored product","not specified","abstract-csv","doi_10.1111_j.1570-7458.1965.tb00867.x","Abstract"
"Relevant","abstract","abstract",0,"10.1071/ar9550423","lycopersicon esculentum (tomato)","penicillium chrysogenum thom","soil","present","unknown","""residual presence; not establishing itself in the soil""",NA,NA,"abstract-csv","doi_10.1071_ar9550423","Abstract"
"Relevant","abstract","abstract",0,"10.5958/2395-146x.2019.00108.x","triticum aestivum (wheat)","puccinia striiformis f. sp. tritici","unspecified","present","pathogenic","""causing stripe rust; a damaging disease of wheat""; sub-mountainous districts of punjab","""punjab","india""","abstract-csv","doi_10.5958_2395-146x.2019.00108.x","Abstract"
"Relevant","abstract","abstract",0,"10.13346/j.mycosystema.190246","oryza sativa (rice)","falciphora oryzae","root","present","endophytic","""isolated from wild rice root; promoting growth and preventing disease of rice. root colonization induces up-regulated expression of nutrient-element absorption related genes.""","agricultural field","not specified in text","abstract-csv","doi_10.13346_j.mycosystema.190246","Abstract"
"Relevant","abstract","abstract",0,"10.13346/j.mycosystema.190145","ipomoea cairica","dark septate endophytes","root","present","endophytic","""colonization observed in physiologically active roots; potential symbiotic relationship discussed due to polymorphic nature of dse; huge fungal network and accumulation and distribution of lipids.""","not specified","southern china","abstract-csv","doi_10.13346_j.mycosystema.190145","Abstract"
"Relevant","full-text","abstract",0,"10.13346/j.mycosystema.190220","hedysarum scoparium","arbuscular mycorrhizae","root","present","mycorrhizal","naturally infected by am fungi in different sampling sites.","desert","china (northwest)","abstract-csv","doi_10.13346_j.mycosystema.190220","Full-Text"
"Relevant","abstract","abstract",0,"10.13346/j.mycosystema.190218","selaginella tamariscina","chaetomium","not specified","present","endophytic","isolated from tissue segments of selaginella tamariscina in longhu mountain and danxia mountain; mountain","""['jiangxi province'","'guangdong province']""","abstract-csv","doi_10.13346_j.mycosystema.190218","Abstract"
"Relevant","abstract","abstract",0,"10.1016/j.livsci.2019.103829","tall fescue (lolium arundinaceum)","endophyte-infected tall fescue endophyte","pasture","present","endophytic","""infected tall fescue pasture; used as forage for heifers in two experiments.""","pasture","not specified in text","abstract-csv","doi_10.1016_j.livsci.2019.103829","Abstract"
"Relevant","full-text","full-text",14,"10.1038/s41598-019-43165-y","paeonia lactiflora (peony)","botrytis cinerea","not specified","present","pathogenic","isolated from peony fields in the united states; ""agricultural production regions of the pacific northwest","usa""","usa","full-text","doi_10.1038_s41598-019-43165-y","Full-Text"
"Relevant","abstract","abstract",0,"10.1021/acs.jnatprod.9b00336","astragalus species","endophytic fungi isolated from astragalus species","not specified","present","""endophytic","biotransformation agent""; ""isolated from astragalus species; involved in biotransformation of cycloastragenol and astragenol""","not specified","not specified","abstract-csv","doi_10.1021_acs.jnatprod.9b00336","Abstract"
"Relevant","abstract","abstract",0,"10.1007/s40011-018-1053-2","gloriosa superba (l.)","bipolaris cynodontis","""root","stem","leaf""","present; endophytic; ""isolated from roots; stems and leaves. identified based on morphotyping and its dna sequences.""","not provided","india","abstract-csv","doi_10.1007_s40011-018-1053-2","Abstract"
"Relevant","abstract","abstract",0,"10.1007/s40011-018-1053-2","gloriosa superba (l.)","b. specifera","""root","stem","leaf""","present; endophytic; ""isolated from roots; stems and leaves. identified based on morphotyping and its dna sequences.""","not provided","india","abstract-csv","doi_10.1007_s40011-018-1053-2","Abstract"
"Relevant","abstract","abstract",0,"10.1007/s40011-018-1053-2","gloriosa superba (l.)","fusarium oxysporum","""root","stem","leaf""","present; endophytic; ""isolated from roots; stems and leaves. identified based on morphotyping and its dna sequences.""","not provided","india","abstract-csv","doi_10.1007_s40011-018-1053-2","Abstract"
"Relevant","abstract","abstract",0,"10.1007/s40011-018-1053-2","gloriosa superba (l.)","f. solani","""root","stem","leaf""","present; endophytic; ""isolated from roots; stems and leaves. identified based on morphotyping and its dna sequences.""","not provided","india","abstract-csv","doi_10.1007_s40011-018-1053-2","Abstract"
"Relevant","abstract","abstract",0,"10.1007/s40011-018-1053-2","gloriosa superba (l.)","talaromyces pinophilus","""root","stem","leaf""","present; endophytic; ""isolated from roots; stems and leaves. identified based on morphotyping and its dna sequences.""","not provided","india","abstract-csv","doi_10.1007_s40011-018-1053-2","Abstract"
"Relevant","abstract","abstract",0,"10.1007/s40011-018-1053-2","gloriosa superba (l.)","oidiodendron spp.","""root","stem","leaf""","present; endophytic; ""isolated from roots; stems and leaves. identified based on morphotyping and its dna sequences.""","not provided","india","abstract-csv","doi_10.1007_s40011-018-1053-2","Abstract"
"Relevant","abstract","abstract",0,"10.1007/s40011-018-1053-2","gloriosa superba (l.)","colletotrichum gleosporioides","""root","stem","leaf""","present; endophytic; ""isolated from roots; stems and leaves. identified based on morphotyping and its dna sequences.""","not provided","india","abstract-csv","doi_10.1007_s40011-018-1053-2","Abstract"
"Relevant","abstract","abstract",0,"10.1016/j.tcsw.2019.100026","not specified",NA,"not specified","present","pathogenic","the interaction between plant defensins (nad1 and others) and fungal cell wall polysaccharides (chitin and ?-glucan)","not specified","not specified","abstract-csv","doi_10.1016_j.tcsw.2019.100026","Abstract"
"Relevant","abstract","abstract",0,"10.7501/j.issn.0253-2670.2019.23.027","dendrobium officinale","gxrz2","""seedling stem and leaf","root""","present","endophytic; isolated from dendrobium officinale seedlings","not specified in text","not specified in text","abstract-csv","doi_10.7501_j.issn.0253-2670.2019.23.027","Abstract"
"Relevant","abstract","abstract",0,"10.7501/j.issn.0253-2670.2019.23.027","dendrobium officinale","gxrz3","""seedling stem and leaf","root""","present","endophytic; isolated from dendrobium officinale seedlings","not specified in text","not specified in text","abstract-csv","doi_10.7501_j.issn.0253-2670.2019.23.027","Abstract"
"Relevant","abstract","abstract",0,"10.7501/j.issn.0253-2670.2019.23.027","dendrobium officinale","gxrz10","""seedling stem and leaf","root""","present","endophytic; isolated from dendrobium officinale seedlings","not specified in text","not specified in text","abstract-csv","doi_10.7501_j.issn.0253-2670.2019.23.027","Abstract"
"Relevant","full-text","abstract",0,"10.13057/biodiv/d201245","cordyline fruticosa","endophytic fungus db1","leaf","present","endophytic","isolated from cordyline fruticosa leaves","unspecified","unspecified","abstract-csv","doi_10.13057_biodiv_d201245","Full-Text"
"Relevant","abstract","abstract",0,"10.1007/s40011-018-1046-1","tinospora cordifolia miers.","pseudofusicoccum adansoniae","photosynthetic root","present","endophytic","isolated from photosynthetic root.",NA,NA,"abstract-csv","doi_10.1007_s40011-018-1046-1","Abstract"
"Relevant","abstract","abstract",0,"10.13346/j.mycosystema.190190","gastrochilus","xylaria","""root","stem","leaf""","present; endophytic; isolated from epiphytic orchids collected in the naban river watershed national nature reserve in xishuangbanna; ""naban river watershed national nature reserve","xishuangbanna""","china","abstract-csv","doi_10.13346_j.mycosystema.190190","Abstract"
"Relevant","abstract","abstract",0,"10.13346/j.mycosystema.190190","gastrochilus","fusarium","""root","stem","leaf""","present; endophytic; isolated from epiphytic orchids collected in the naban river watershed national nature reserve in xishuangbanna; ""naban river watershed national nature reserve","xishuangbanna""","china","abstract-csv","doi_10.13346_j.mycosystema.190190","Abstract"
