"relevance","doc_type_ai","doc_type_pages","page_count","doi","plant_host","fungal_taxon","tissue","presence_absence","primary_guild","interaction_notes","biome","country","data_source","source_file","doc_type_ai_clean","paper_id","interaction_id","fungal_taxon_raw","fungal_taxon_resolved","fungal_taxon_status","fungal_taxon_resolution_method","fungal_taxon_confidence","fungal_taxon_accepted_ids","plant_host_raw","plant_host_resolved","plant_host_status","plant_host_resolution_method","plant_host_confidence","plant_host_accepted_ids","publication_year","filter_reason"
"Relevant","abstract","abstract","0.0","10.1016/j.agee.2018.08.008","gossypium hirsutum (cotton)","bacillus species are bacteria","root","present","pgpr","involved in antiviral potential against tobacco streak virus","","","abstract-csv","doi_10.1016_j.agee.2018.08.008","Abstract","doi:10.1016/j.agee.2018.08.008","int_ef01863e22f57de9","bacillus species are bacteria","","Unresolved","no_match","0.0","","gossypium hirsutum (cotton)","gossypium hirsutum","Resolved","exact_accepted","1.0","3152661","2018.0","guild"
"Relevant","abstract","abstract","0.0","10.1016/j.agee.2018.08.008","gossypium hirsutum (cotton)","not fungi","root","present","pgpr","involved in antiviral potential against tobacco streak virus","","","abstract-csv","doi_10.1016_j.agee.2018.08.008","Abstract","doi:10.1016/j.agee.2018.08.008","int_b6f1b638a94f649b","not fungi","","Unresolved","no_match","0.0","","gossypium hirsutum (cotton)","gossypium hirsutum","Resolved","exact_accepted","1.0","3152661","2018.0","guild"
"Relevant","full-text","full-text","9.0","10.17581/bp.2018.07202","pyrola rotundifolia","tomentella sp.","root","rhizomes""","mycorrhiza","mycorrhizal; investigated by sequencing nrits from roots and rhizomes","forest","RUS","full-text","doi_10.17581_bp.2018.07202","Full-Text","doi:10.17581/bp.2018.07202","int_db711dbc9cba2d4a","tomentella sp.","tomentella","Resolved","exact_accepted","1.0","8171593","pyrola rotundifolia","pyrola rotundifolia","Resolved","exact_accepted","1.0","2888269","2018.0","guild"
"Relevant","full-text","full-text","9.0","10.17581/bp.2018.07202","pyrola rotundifolia","tomentella sp.","rhizome","rhizomes""","mycorrhiza","mycorrhizal; investigated by sequencing nrits from roots and rhizomes","forest","RUS","full-text","doi_10.17581_bp.2018.07202","Full-Text","doi:10.17581/bp.2018.07202","int_db711dbc9cba2d4a","tomentella sp.","tomentella","Resolved","exact_accepted","1.0","8171593","pyrola rotundifolia","pyrola rotundifolia","Resolved","exact_accepted","1.0","2888269","2018.0","guild"
"Relevant","full-text","full-text","9.0","10.17581/bp.2018.07202","pyrola rotundifolia","piloderma sp.","root","rhizomes""","mycorrhiza","mycorrhizal; investigated by sequencing nrits from roots and rhizomes","forest","RUS","full-text","doi_10.17581_bp.2018.07202","Full-Text","doi:10.17581/bp.2018.07202","int_795f209617bed9d1","piloderma sp.","piloderma","Resolved","exact_accepted","1.0","2554276","pyrola rotundifolia","pyrola rotundifolia","Resolved","exact_accepted","1.0","2888269","2018.0","guild"
"Relevant","full-text","full-text","9.0","10.17581/bp.2018.07202","pyrola rotundifolia","piloderma sp.","rhizome","rhizomes""","mycorrhiza","mycorrhizal; investigated by sequencing nrits from roots and rhizomes","forest","RUS","full-text","doi_10.17581_bp.2018.07202","Full-Text","doi:10.17581/bp.2018.07202","int_795f209617bed9d1","piloderma sp.","piloderma","Resolved","exact_accepted","1.0","2554276","pyrola rotundifolia","pyrola rotundifolia","Resolved","exact_accepted","1.0","2888269","2018.0","guild"
"Relevant","full-text","full-text","9.0","10.17581/bp.2018.07202","pyrola rotundifolia","russula sp.","root","rhizomes""","mycorrhiza","mycorrhizal; investigated by sequencing nrits from roots and rhizomes","forest","RUS","full-text","doi_10.17581_bp.2018.07202","Full-Text","doi:10.17581/bp.2018.07202","int_02a22c4a62f6672f","russula sp.","russula","Resolved","exact_accepted","1.0","2551169","pyrola rotundifolia","pyrola rotundifolia","Resolved","exact_accepted","1.0","2888269","2018.0","guild"
"Relevant","full-text","full-text","9.0","10.17581/bp.2018.07202","pyrola rotundifolia","russula sp.","rhizome","rhizomes""","mycorrhiza","mycorrhizal; investigated by sequencing nrits from roots and rhizomes","forest","RUS","full-text","doi_10.17581_bp.2018.07202","Full-Text","doi:10.17581/bp.2018.07202","int_02a22c4a62f6672f","russula sp.","russula","Resolved","exact_accepted","1.0","2551169","pyrola rotundifolia","pyrola rotundifolia","Resolved","exact_accepted","1.0","2888269","2018.0","guild"
"Relevant","full-text","full-text","9.0","10.17581/bp.2018.07202","pyrola rotundifolia","mycena sp.","root","rhizomes""","mycorrhiza","mycorrhizal; investigated by sequencing nrits from roots and rhizomes","forest","RUS","full-text","doi_10.17581_bp.2018.07202","Full-Text","doi:10.17581/bp.2018.07202","int_bfd5bbdd585b6306","mycena sp.","mycena","Resolved","exact_accepted","1.0","5955261","pyrola rotundifolia","pyrola rotundifolia","Resolved","exact_accepted","1.0","2888269","2018.0","guild"
"Relevant","full-text","full-text","9.0","10.17581/bp.2018.07202","pyrola rotundifolia","mycena sp.","rhizome","rhizomes""","mycorrhiza","mycorrhizal; investigated by sequencing nrits from roots and rhizomes","forest","RUS","full-text","doi_10.17581_bp.2018.07202","Full-Text","doi:10.17581/bp.2018.07202","int_bfd5bbdd585b6306","mycena sp.","mycena","Resolved","exact_accepted","1.0","5955261","pyrola rotundifolia","pyrola rotundifolia","Resolved","exact_accepted","1.0","2888269","2018.0","guild"
"Relevant","full-text","full-text","9.0","10.17581/bp.2018.07202","p. media","tomentella sp.","root","rhizomes""","mycorrhiza","mycorrhizal; investigated by sequencing nrits from roots and rhizomes","forest","RUS","full-text","doi_10.17581_bp.2018.07202","Full-Text","doi:10.17581/bp.2018.07202","int_57eb3142a20b85f4","tomentella sp.","tomentella","Resolved","exact_accepted","1.0","8171593","p. media","peniophora media","Resolved","abbreviation_context_first","0.55","3357069","2018.0","guild"
"Relevant","full-text","full-text","9.0","10.17581/bp.2018.07202","p. media","tomentella sp.","rhizome","rhizomes""","mycorrhiza","mycorrhizal; investigated by sequencing nrits from roots and rhizomes","forest","RUS","full-text","doi_10.17581_bp.2018.07202","Full-Text","doi:10.17581/bp.2018.07202","int_57eb3142a20b85f4","tomentella sp.","tomentella","Resolved","exact_accepted","1.0","8171593","p. media","peniophora media","Resolved","abbreviation_context_first","0.55","3357069","2018.0","guild"
"Relevant","full-text","full-text","9.0","10.17581/bp.2018.07202","p. media","piloderma sp.","root","rhizomes""","mycorrhiza","mycorrhizal; investigated by sequencing nrits from roots and rhizomes","forest","RUS","full-text","doi_10.17581_bp.2018.07202","Full-Text","doi:10.17581/bp.2018.07202","int_8e8703a30c4d5573","piloderma sp.","piloderma","Resolved","exact_accepted","1.0","2554276","p. media","peniophora media","Resolved","abbreviation_context_first","0.55","3357069","2018.0","guild"
"Relevant","full-text","full-text","9.0","10.17581/bp.2018.07202","p. media","piloderma sp.","rhizome","rhizomes""","mycorrhiza","mycorrhizal; investigated by sequencing nrits from roots and rhizomes","forest","RUS","full-text","doi_10.17581_bp.2018.07202","Full-Text","doi:10.17581/bp.2018.07202","int_8e8703a30c4d5573","piloderma sp.","piloderma","Resolved","exact_accepted","1.0","2554276","p. media","peniophora media","Resolved","abbreviation_context_first","0.55","3357069","2018.0","guild"
"Relevant","full-text","full-text","9.0","10.17581/bp.2018.07202","p. media","russula sp.","root","rhizomes""","mycorrhiza","mycorrhizal; investigated by sequencing nrits from roots and rhizomes","forest","RUS","full-text","doi_10.17581_bp.2018.07202","Full-Text","doi:10.17581/bp.2018.07202","int_da21b77cc643dfc9","russula sp.","russula","Resolved","exact_accepted","1.0","2551169","p. media","peniophora media","Resolved","abbreviation_context_first","0.55","3357069","2018.0","guild"
"Relevant","full-text","full-text","9.0","10.17581/bp.2018.07202","p. media","russula sp.","rhizome","rhizomes""","mycorrhiza","mycorrhizal; investigated by sequencing nrits from roots and rhizomes","forest","RUS","full-text","doi_10.17581_bp.2018.07202","Full-Text","doi:10.17581/bp.2018.07202","int_da21b77cc643dfc9","russula sp.","russula","Resolved","exact_accepted","1.0","2551169","p. media","peniophora media","Resolved","abbreviation_context_first","0.55","3357069","2018.0","guild"
"Relevant","full-text","full-text","9.0","10.17581/bp.2018.07202","p. media","mycena sp.","root","rhizomes""","mycorrhiza","mycorrhizal; investigated by sequencing nrits from roots and rhizomes","forest","RUS","full-text","doi_10.17581_bp.2018.07202","Full-Text","doi:10.17581/bp.2018.07202","int_ba54642cb315af25","mycena sp.","mycena","Resolved","exact_accepted","1.0","5955261","p. media","peniophora media","Resolved","abbreviation_context_first","0.55","3357069","2018.0","guild"
"Relevant","full-text","full-text","9.0","10.17581/bp.2018.07202","p. media","mycena sp.","rhizome","rhizomes""","mycorrhiza","mycorrhizal; investigated by sequencing nrits from roots and rhizomes","forest","RUS","full-text","doi_10.17581_bp.2018.07202","Full-Text","doi:10.17581/bp.2018.07202","int_ba54642cb315af25","mycena sp.","mycena","Resolved","exact_accepted","1.0","5955261","p. media","peniophora media","Resolved","abbreviation_context_first","0.55","3357069","2018.0","guild"
"Relevant","full-text","full-text","9.0","10.17581/bp.2018.07202","orthilia secunda","tomentella sp.","root","rhizomes""","mycorrhiza","mycorrhizal; investigated by sequencing nrits from roots and rhizomes","forest","RUS","full-text","doi_10.17581_bp.2018.07202","Full-Text","doi:10.17581/bp.2018.07202","int_fcda0ca0054998a1","tomentella sp.","tomentella","Resolved","exact_accepted","1.0","8171593","orthilia secunda","orthilia secunda","Resolved","exact_accepted","1.0","2888310","2018.0","guild"
"Relevant","full-text","full-text","9.0","10.17581/bp.2018.07202","orthilia secunda","tomentella sp.","rhizome","rhizomes""","mycorrhiza","mycorrhizal; investigated by sequencing nrits from roots and rhizomes","forest","RUS","full-text","doi_10.17581_bp.2018.07202","Full-Text","doi:10.17581/bp.2018.07202","int_fcda0ca0054998a1","tomentella sp.","tomentella","Resolved","exact_accepted","1.0","8171593","orthilia secunda","orthilia secunda","Resolved","exact_accepted","1.0","2888310","2018.0","guild"
"Relevant","full-text","full-text","9.0","10.17581/bp.2018.07202","orthilia secunda","piloderma sp.","root","rhizomes""","mycorrhiza","mycorrhizal; investigated by sequencing nrits from roots and rhizomes","forest","RUS","full-text","doi_10.17581_bp.2018.07202","Full-Text","doi:10.17581/bp.2018.07202","int_c7089b1abdb8511d","piloderma sp.","piloderma","Resolved","exact_accepted","1.0","2554276","orthilia secunda","orthilia secunda","Resolved","exact_accepted","1.0","2888310","2018.0","guild"
"Relevant","full-text","full-text","9.0","10.17581/bp.2018.07202","orthilia secunda","piloderma sp.","rhizome","rhizomes""","mycorrhiza","mycorrhizal; investigated by sequencing nrits from roots and rhizomes","forest","RUS","full-text","doi_10.17581_bp.2018.07202","Full-Text","doi:10.17581/bp.2018.07202","int_c7089b1abdb8511d","piloderma sp.","piloderma","Resolved","exact_accepted","1.0","2554276","orthilia secunda","orthilia secunda","Resolved","exact_accepted","1.0","2888310","2018.0","guild"
"Relevant","full-text","full-text","9.0","10.17581/bp.2018.07202","orthilia secunda","russula sp.","root","rhizomes""","mycorrhiza","mycorrhizal; investigated by sequencing nrits from roots and rhizomes","forest","RUS","full-text","doi_10.17581_bp.2018.07202","Full-Text","doi:10.17581/bp.2018.07202","int_dff7cae99497b73c","russula sp.","russula","Resolved","exact_accepted","1.0","2551169","orthilia secunda","orthilia secunda","Resolved","exact_accepted","1.0","2888310","2018.0","guild"
"Relevant","full-text","full-text","9.0","10.17581/bp.2018.07202","orthilia secunda","russula sp.","rhizome","rhizomes""","mycorrhiza","mycorrhizal; investigated by sequencing nrits from roots and rhizomes","forest","RUS","full-text","doi_10.17581_bp.2018.07202","Full-Text","doi:10.17581/bp.2018.07202","int_dff7cae99497b73c","russula sp.","russula","Resolved","exact_accepted","1.0","2551169","orthilia secunda","orthilia secunda","Resolved","exact_accepted","1.0","2888310","2018.0","guild"
"Relevant","full-text","full-text","9.0","10.17581/bp.2018.07202","orthilia secunda","mycena sp.","root","rhizomes""","mycorrhiza","mycorrhizal; investigated by sequencing nrits from roots and rhizomes","forest","RUS","full-text","doi_10.17581_bp.2018.07202","Full-Text","doi:10.17581/bp.2018.07202","int_8b73f82747e7f9db","mycena sp.","mycena","Resolved","exact_accepted","1.0","5955261","orthilia secunda","orthilia secunda","Resolved","exact_accepted","1.0","2888310","2018.0","guild"
"Relevant","full-text","full-text","9.0","10.17581/bp.2018.07202","orthilia secunda","mycena sp.","rhizome","rhizomes""","mycorrhiza","mycorrhizal; investigated by sequencing nrits from roots and rhizomes","forest","RUS","full-text","doi_10.17581_bp.2018.07202","Full-Text","doi:10.17581/bp.2018.07202","int_8b73f82747e7f9db","mycena sp.","mycena","Resolved","exact_accepted","1.0","5955261","orthilia secunda","orthilia secunda","Resolved","exact_accepted","1.0","2888310","2018.0","guild"
"Relevant","abstract","abstract","0.0","10.1674/0003-0031-179.2.157","poa sylvestris a. gray","arbuscular mycorrhizal fungi","root","present","mycorrhiza","""endophyte symbiosis aboveground increased amf colonization of roots in both poa species; although this effect was only significant for hyphal colonization in p. sylvestris.""","forest","USA","abstract-csv","doi_10.1674_0003-0031-179.2.157","Abstract","doi:10.1674/0003-0031-179.2.157","int_f8cb56146709e177","arbuscular mycorrhizal fungi","glomeromycota","Resolved","alias_exact_accepted","1.0","18","poa sylvestris a. gray","poa sylvestris","Resolved","exact_accepted","1.0","2704184","2018.0","guild"
"Relevant","abstract","abstract","0.0","10.1674/0003-0031-179.2.157","poa alsodes a. gray","arbuscular mycorrhizal fungi","root","present","mycorrhiza","""endophyte symbiosis aboveground increased amf colonization of roots in both poa species; although this effect was only significant for hyphal colonization in p. sylvestris.""","forest","USA","abstract-csv","doi_10.1674_0003-0031-179.2.157","Abstract","doi:10.1674/0003-0031-179.2.157","int_594d04b217e36b38","arbuscular mycorrhizal fungi","glomeromycota","Resolved","alias_exact_accepted","1.0","18","poa alsodes a. gray","poa alsodes","Resolved","exact_accepted","1.0","2704219","2018.0","guild"
"Relevant","abstract","abstract","0.0","10.1674/0003-0031-179.2.157","schedonorus arundinaceus schreb.","arbuscular mycorrhizal fungi","root","present","mycorrhiza","""endophyte symbiosis aboveground increased amf colonization of roots in both poa species; although this effect was only significant for hyphal colonization in p. sylvestris.""","forest","USA","abstract-csv","doi_10.1674_0003-0031-179.2.157","Abstract","doi:10.1674/0003-0031-179.2.157","int_52f5273d2e90dfa6","arbuscular mycorrhizal fungi","glomeromycota","Resolved","alias_exact_accepted","1.0","18","schedonorus arundinaceus schreb.","lolium arundinaceum","Resolved","synonym_map","0.95","2706231","2018.0","guild"
"Relevant","abstract","abstract","0.0","10.1515/pbj-2017-0016","lycopersicon esculentum mill.","arbuscular mycorrhizal fungus","root","present","mycorrhiza","am fungal structures found in root samples","","","abstract-csv","doi_10.1515_pbj-2017-0016","Abstract","doi:10.1515/pbj-2017-0016","int_7a0ea793fc31eba1","arbuscular mycorrhizal fungus","glomeromycota","Resolved","alias_exact_accepted","1.0","18","lycopersicon esculentum mill.","solanum lycopersicum","Resolved","synonym_map","0.95","2930137","2017.0","guild"
